iter	MultiClass
198	0.1027058469
199	0.1022187134
200	0.1013368512
201	0.100171981
202	0.09957935601
203	0.09919985184
204	0.09874768484
205	0.09806435387
206	0.09732039627
207	0.09668377613
208	0.09644756481
209	0.09589465465
210	0.09542104041
211	0.09494678711
212	0.09462955258
213	0.09398350999
214	0.09344166233
215	0.09288197888
216	0.09216843983
217	0.09183343332
218	0.09150404413
219	0.09133304215
220	0.09119236067
221	0.0908962238
222	0.09050513104
223	0.09027263442
224	0.08995868813
225	0.08956537074
226	0.08926413557
227	0.08862023734
228	0.08826831569
229	0.08762602026
230	0.0872624573
231	0.08677220199
232	0.08601634576
233	0.08566086969
234	0.08516674661
235	0.08491677693
236	0.08421035569
237	0.08399876471
238	0.08385364911
239	0.08349931636
240	0.0833338392
241	0.08308375192
242	0.08245994932
243	0.08200583983
244	0.08184327151
245	0.08116960497
246	0.0809412566
247	0.08057892037
248	0.08028225813
249	0.07988968455
250	0.07967422491
251	0.07911655473
252	0.07886007538
253	0.07843029605
254	0.07804783066
255	0.0778750306
256	0.07757156722
257	0.07737760199
258	0.07712274617
259	0.07699466724
260	0.07674526962
261	0.07627143141
262	0.07575508133
263	0.07559350858
264	0.07539793654
265	0.07517511412
266	0.07501106239
267	0.07476040379
268	0.07456610374
269	0.07411019721
270	0.07391145816
271	0.07352765795
272	0.0731976444
273	0.07289232437
274	0.07269276534
275	0.07246879437
276	0.07222765284
277	0.07189077136
278	0.07149785561
279	0.07118112266
280	0.0708593652
281	0.07060354855
282	0.07029471558
283	0.06998964955
284	0.06977754088
285	0.0695670128
286	0.06903780295
287	0.06864743993
288	0.06848073632
289	0.0681812312
290	0.06787613338
291	0.06769328109
292	0.06751687151
293	0.06687594064
294	0.06649213641
295	0.06609004881
296	0.06576060786
297	0.06565478834
298	0.06542162662
299	0.06497524359
300	0.06463112543
301	0.06437839875
302	0.06420893406
303	0.06407366699
304	0.06386204021
305	0.06370155539
306	0.06346120788
307	0.06295234184
308	0.06277392507
309	0.06262548328
310	0.06251496399
311	0.06210046069
312	0.0618240266
313	0.06164176043
314	0.06143222874
315	0.06128354761
316	0.06113008455
317	0.0608100246
318	0.06060199961
319	0.06040501565
320	0.06026285565
321	0.06017749403
322	0.05994885091
323	0.05973819792
324	0.0595759293
325	0.05923748634
326	0.05898118629
327	0.05890075021
328	0.05830788044
329	0.05818046464
330	0.05798374231
331	0.05764521332
332	0.05746351409
333	0.0571877249
334	0.05707160377
335	0.05681196341
336	0.05663263292
337	0.0564737139
338	0.05629409953
339	0.05602819741
340	0.05573072438
341	0.05557037256
342	0.05539101081
343	0.05518880703
344	0.05496374902
345	0.05482308953
346	0.0546446196
347	0.05434253348
348	0.05425057261
349	0.05416520721
350	0.05397825975
351	0.05392661302
352	0.05357071588
353	0.0534108912
354	0.05320231027
355	0.05301834875
356	0.05278257141
357	0.05270102586
358	0.05260002655
359	0.05249773144
360	0.05241696995
361	0.05229555197
362	0.05204262815
363	0.05188431669
364	0.05154954433
365	0.05133440102
366	0.05124222691
367	0.05115981783
368	0.05100845474
369	0.0509280627
370	0.05071158511
371	0.05030542036
372	0.05016531367
373	0.04999824218
374	0.04992890398
375	0.04978441494
376	0.04968780433
377	0.04952107831
378	0.04939437403
379	0.04920320308
380	0.04907602363
381	0.04886612058
382	0.04874389631
383	0.04862783539
384	0.04851907148
385	0.04838840074
386	0.04826130051
387	0.04809920795
388	0.04799422447
389	0.04792508341
390	0.04784579181
391	0.04776638463
392	0.04752849347
393	0.04740223601
394	0.04721975309
395	0.04714167635
396	0.04701982172
397	0.04680035957
398	0.0467154211
399	0.04664075703
400	0.04636297251
401	0.04620697373
402	0.04608649856
403	0.04577616448
404	0.04563746984
405	0.04544794926
406	0.04532917606
407	0.04517360054
408	0.04499393977
409	0.04491250265
410	0.0447500314
411	0.04452957906
412	0.0444471549
413	0.04428879764
414	0.04420546895
415	0.04406425413
416	0.04394675715
417	0.04379273658
418	0.04360502513
419	0.04344149895
420	0.04327510111
421	0.04322248539
422	0.04312770963
423	0.0430759215
424	0.04296625381
425	0.04280694193
426	0.04273768128
427	0.04263817033
428	0.04248102218
429	0.04239431641
430	0.04229588329
431	0.04220682075
432	0.042114342
433	0.04207535944
434	0.04200226314
435	0.04188490426
436	0.04184144239
437	0.0417719546
438	0.04168822091
439	0.04158532217
440	0.04149094826
441	0.04141078419
442	0.04130258584
443	0.04104949433
444	0.04085730677
445	0.04079143055
446	0.04066105529
447	0.04058964434
448	0.04052352306
449	0.04043938882
450	0.0403572228
451	0.04029698969
452	0.04019407072
453	0.04003606664
454	0.0399595733
455	0.03987612179
456	0.03982200498
457	0.039644574
458	0.03960391693
459	0.03956793939
460	0.03950446247
461	0.03943291394
462	0.03935218828
463	0.03923105246
464	0.0391440295
465	0.03889017433
466	0.03882005439
467	0.0385438413
468	0.03839723551
469	0.03836040813
470	0.03827844385
471	0.03820105204
472	0.03813060811
473	0.0380243736
474	0.03788438966
475	0.03782467648
476	0.03776817614
477	0.03767758382
478	0.03756472294
479	0.03750446077
480	0.03735814373
481	0.03723491624
482	0.0371894762
483	0.03700578834
484	0.0369157534
485	0.03670959221
486	0.03666302511
487	0.03659853775
488	0.03651707577
489	0.03644860674
490	0.03632762995
491	0.03626227368
492	0.03611448892
493	0.03604298433
494	0.03594702766
495	0.03583425021
496	0.03573833382
497	0.0356560157
498	0.03555911219
499	0.03549571667
500	0.03540540362
501	0.03531447767
502	0.03523884066
503	0.03519748894
504	0.03509590248
505	0.03500874728
506	0.03494767642
507	0.03480732498
508	0.03473345548
509	0.03469025831
510	0.03460539644
511	0.03454572273
512	0.03442265342
513	0.03434983283
514	0.03427122413
515	0.03404952565
516	0.03396443237
517	0.03390863443
518	0.03387363632
519	0.03380891995
520	0.03377294796
521	0.03364290319
522	0.03357243229
523	0.03344394266
524	0.03340287488
525	0.03332210364
526	0.03324905534
527	0.03321693912
528	0.03317367977
529	0.03312820473
530	0.03299161632
531	0.03292710015
532	0.03286724699
533	0.03279286171
534	0.03275145581
535	0.03268760783
536	0.03254190562
537	0.0325129415
538	0.03245494803
539	0.0323622757
540	0.0322043993
541	0.03216183986
542	0.03212234271
543	0.03196336396
544	0.0319095823
545	0.03180935182
546	0.03173988597
547	0.03164604653
548	0.03150433895
549	0.03146381091
550	0.03141138552
551	0.03137883052
552	0.03129905774
553	0.0311693905
554	0.03114269859
555	0.03103078989
556	0.03091703075
557	0.03085251549
558	0.03080367688
559	0.03074562282
560	0.03065335179
561	0.03061558814
562	0.03046685609
563	0.03041178353
564	0.03037430313
565	0.03030693793
566	0.03021576651
567	0.03015729851
568	0.03011300882
569	0.03002861562
570	0.02996043563
571	0.02989239952
572	0.0298198447
573	0.02979730489
574	0.02973682817
575	0.02969069699
576	0.02960457905
577	0.02958223126
578	0.02953099079
579	0.02946375282
580	0.02940362151
581	0.02934425551
582	0.02929224609
583	0.0292533812
584	0.02919176618
585	0.02913018874
586	0.02908749194
587	0.02900336571
588	0.02894097687
589	0.0288831894
590	0.02883939069
591	0.02880035694
592	0.02874435794
593	0.02870448051
594	0.02866681868
595	0.02863290481
596	0.02855394397
597	0.0285096013
598	0.02845348726
599	0.02837495709
600	0.02834353692
601	0.02830875122
602	0.02826662709
603	0.02822005913
604	0.02816050688
605	0.02811394691
606	0.0280478836
607	0.02799404923
608	0.02793205453
609	0.02785983272
610	0.02780351404
611	0.02774863944
612	0.02771094338
613	0.02768929402
614	0.02767294658
615	0.02763149451
616	0.02758516495
617	0.02756474288
618	0.02754584638
619	0.0274971658
620	0.02747268933
621	0.02743740135
622	0.02737897038
623	0.02733951807
624	0.02726422501
625	0.02721873971
626	0.0270879337
627	0.02702653394
628	0.02700258044
629	0.02698374023
630	0.02692716154
631	0.02688176112
632	0.0268289273
633	0.02675974804
634	0.02668326773
635	0.02664481324
636	0.02659724893
637	0.02655255842
638	0.02651288134
639	0.02649502697
640	0.02644561279
641	0.02640926733
642	0.02634428378
643	0.02631332344
644	0.02619438239
645	0.02613587787
646	0.02609249142
647	0.02605048855
648	0.02597264457
649	0.02593171229
650	0.02587427788
651	0.02585958116
652	0.02583611312
653	0.02580449219
654	0.02578076536
655	0.02569154089
656	0.02567126898
657	0.02561592208
658	0.02558090053
659	0.02554014705
660	0.02551696522
661	0.02546002749
662	0.02539741908
663	0.025334972
664	0.02530662868
665	0.02523843071
666	0.02514921818
667	0.02507608774
668	0.0250415535
669	0.02500324267
670	0.02496594628
671	0.02490485569
672	0.02487751183
673	0.0248501643
674	0.02479384058
675	0.02475757731
676	0.0247237097
677	0.02471171499
678	0.02468226652
679	0.02465426283
680	0.02460752623
681	0.02457861295
682	0.02451453801
683	0.024474729
684	0.02446018468
685	0.02441052171
686	0.02437070847
687	0.02434895032
688	0.02426606378
689	0.02421547331
690	0.02419067264
691	0.02415906716
692	0.0241124715
693	0.02410000291
694	0.0240522626
695	0.02402325699
696	0.0239745489
697	0.0239547931
698	0.02390530653
699	0.02384643093
700	0.02380281886
701	0.02375114291
702	0.02366407385
703	0.02360682696
704	0.02355290471
705	0.0235119896
706	0.02346897145
707	0.02344476566
708	0.02341169609
709	0.02333768672
710	0.02328501143
711	0.02324769026
712	0.02317744533
713	0.02314757283
714	0.0230508133
715	0.02299108516
716	0.0229585746
717	0.02292407757
718	0.02287152228
719	0.02284145021
720	0.02279881872
721	0.02275961382
722	0.02273998748
723	0.02267381548
724	0.02264671637
725	0.02260300825
726	0.02255559299
727	0.02252850991
728	0.02248773917
729	0.02245769856
730	0.02242421638
731	0.02240299384
732	0.02238845886
733	0.02236110141
734	0.02234214592
735	0.02230966189
736	0.02227503245
737	0.02219824109
738	0.02217991851
739	0.02214233444
740	0.02211467218
741	0.02200786637
742	0.02195785872
743	0.02191869062
744	0.02182204626
745	0.0217851853
746	0.02171154448
747	0.02165020511
748	0.02161930038
749	0.02158243074
750	0.02154909218
751	0.02148820339
752	0.02143328799
753	0.02140308793
754	0.02135928287
755	0.02131874535
756	0.02130496851
757	0.02128497359
758	0.02126837634
759	0.02123057597
760	0.02119571117
761	0.02116792544
762	0.02114756846
763	0.02107018368
764	0.0210363103
765	0.02100574881
766	0.0209911722
767	0.02094804093
768	0.02093430544
769	0.02086615226
770	0.02082926646
771	0.02079285509
772	0.02075183209
773	0.02073449433
774	0.02070448955
775	0.02067950587
776	0.02063924623
777	0.02060994594
778	0.02058094166
779	0.02054907588
780	0.0205229302
781	0.02048818927
782	0.02044955522
783	0.02039981398
784	0.02035588542
785	0.02032089129
786	0.02026466538
787	0.02022239295
788	0.02017102381
789	0.02014296692
790	0.02007669891
791	0.02004525226
792	0.02000347806
793	0.01998215201
794	0.01996317252
795	0.01992103131
796	0.01989753722
797	0.01986862595
798	0.01984215122
799	0.01981459785
800	0.01980436156
801	0.01978630806
802	0.01975161785
803	0.0197294445
804	0.01971332424
805	0.01967272523
806	0.01965414867
807	0.01963346063
808	0.01960740551
809	0.01958638178
810	0.0195440007
811	0.01952221954
812	0.01950124073
813	0.01948081483
814	0.01943757329
815	0.01939724264
816	0.01937828332
817	0.01936886947
818	0.01933979246
819	0.01931514162
820	0.01929088345
821	0.01925389637
822	0.01921008625
823	0.01918831262
824	0.0191555635
825	0.0191135618
826	0.01907385167
827	0.01905255855
828	0.01903272285
829	0.01901516155
830	0.01897548378
831	0.01895729874
832	0.01891878839
833	0.01890317908
834	0.01888190587
835	0.01884777968
836	0.01880548981
837	0.01877733489
838	0.01873943481
839	0.01872063835
840	0.01870643335
841	0.01868368893
842	0.01866280329
843	0.0186487798
844	0.01863508722
845	0.01861205063
846	0.01859656337
847	0.01857033702
848	0.01854898083
849	0.01846592573
850	0.0184417249
851	0.01841158442
852	0.01839546839
853	0.01836097502
854	0.01833885975
855	0.01831561912
856	0.01829599999
857	0.0182658346
858	0.01824555138
859	0.01822344192
860	0.01819510982
861	0.01815049777
862	0.01813014882
863	0.01809538218
864	0.01807704525
865	0.01806487286
866	0.01803578553
867	0.01801883081
868	0.01800411324
869	0.01798360914
870	0.01796343038
871	0.0179304928
872	0.01790697588
873	0.0178910392
874	0.01786373005
875	0.017840219
876	0.01781372699
877	0.01776492633
878	0.01773155266
879	0.01770153905
880	0.01768672593
881	0.01765828568
882	0.01760595508
883	0.01758908722
884	0.01753452531
885	0.01750712687
886	0.0174915293
887	0.01747378871
888	0.01746060254
889	0.01743494408
890	0.01737738749
891	0.01735212595
892	0.01733059084
893	0.01731399472
894	0.01726142999
895	0.01725144005
896	0.01722571554
897	0.01718698622
898	0.01715791461
899	0.01713305911
900	0.01711762047
901	0.01710583467
902	0.01708266397
903	0.01706492653
904	0.01704274343
905	0.01701485182
906	0.01699884637
907	0.01697729735
908	0.01695246446
909	0.01692959709
910	0.01690745292
911	0.01689644967
912	0.01686751101
913	0.01684739507
914	0.01683016289
915	0.01681455492
916	0.01679688081
917	0.01674058053
918	0.01672087071
919	0.0166404953
920	0.01661710336
921	0.01658972853
922	0.01657280289
923	0.01654727088
924	0.01652955727
925	0.01649032963
926	0.01646669133
927	0.01645685972
928	0.01643404233
929	0.01641715711
930	0.01639347292
931	0.01635878394
932	0.01634478575
933	0.01630982191
934	0.01628978665
935	0.01626704822
936	0.01621932301
937	0.01620578912
938	0.01617508501
939	0.01614490517
940	0.01611977925
941	0.01610378706
942	0.01609098667
943	0.01607245413
944	0.01606088411
945	0.01603675614
946	0.0160039752
947	0.01599427142
948	0.01597216674
949	0.01592120346
950	0.01589682126
951	0.01586491223
952	0.01583259027
953	0.01579250289
954	0.01574668309
955	0.01573168577
956	0.01571254198
957	0.01570377074
958	0.01568611823
959	0.01566441891
960	0.01565070279
961	0.01563984871
962	0.01562711051
963	0.01561601701
964	0.01559935384
965	0.015568658
966	0.01555465504
967	0.0155142727
968	0.01548765609
969	0.01546677273
970	0.01540364817
971	0.01538274392
972	0.01534986161
973	0.01533177
974	0.01531530348
975	0.01529749584
976	0.01527223503
977	0.01526035554
978	0.01524128653
979	0.01523372575
980	0.01519718231
981	0.01517824083
982	0.01516976846
983	0.01515487229
984	0.01514697843
985	0.01513370603
986	0.01512265564
987	0.01509526734
988	0.01508682143
989	0.01507206808
990	0.01506230734
991	0.01504849636
992	0.01504039877
993	0.01503115066
994	0.01500516607
995	0.01498177816
996	0.01496864925
997	0.01494626777
998	0.01492784796
999	0.01490715973
